UPC,Название,Исполнитель,Платформа,Вид использования,Период начала,Период окончания,Количество,Вознаграждение Лицензиара (Авторские),Вознаграждение Лицензиара (Смежные),Лейбл
5063316941530,Shake,"NEKKITJ, BuddyBeatz",vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063316941530,Shake,"NEKKITJ, BuddyBeatz",vk,Подписка,,,2,"0,06",0,ICECREAMMUSIC
5063316941530,Shake,"NEKKITJ, BuddyBeatz",Яндекс.Музыка,Подписка,,,2,"0,01",0,ICECREAMMUSIC
5063466962928,SHIKAI,2,Netease Cloud Music,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063466962928,SHIKAI,2,Netease Cloud Music,Аудиостриминг,,,2,0,"0,02",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Аудиостриминг,,,1,0,"0,03",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Аудиостриминг,,,2,0,"0,05",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Аудиостриминг,,,2,0,"0,05",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Аудиостриминг,,,5,0,"0,09",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Аудиостриминг,,,13,0,"0,26",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Аудиостриминг,,,13,0,"0,26",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Подписка,,,4,0,"0,62",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Пробная подписка,,,2,0,"0,7",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Подписка,,,6,0,"1,12",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Подписка,,,7,0,"1,15",ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Аудиостриминг,,,5,"0,02",0,ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Аудиостриминг,,,15,"0,05",0,ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Аудиостриминг,,,15,"0,05",0,ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Подписка,,,4,"0,15",0,ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Пробная подписка,,,2,"0,17",0,ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Подписка,,,7,"0,27",0,ICECREAMMUSIC
5063466962928,SHIKAI,2,vk,Подписка,,,8,"0,29",0,ICECREAMMUSIC
5063466962928,SHIKAI,2,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466962928,SHIKAI,2,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466962928,SHIKAI,2,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466962928,SHIKAI,2,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466962928,SHIKAI,2,Яндекс.Музыка,Подписка,,,4,"0,02",0,ICECREAMMUSIC
5063316506227,ShotBae,Tripowy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063316506227,ShotBae,Tripowy,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Netease Cloud Music,Подписка,,,1,0,"0,03",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,vk,Аудиостриминг,,,4,0,"0,06",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,vk,Аудиостриминг,,,4,0,"0,07",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Звук,Подписка,,,5,0,"1,14",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,КИОН Музыка,Подписка,,,1,0,"0,07",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,КИОН Музыка,Подписка,,,1,"0,02",0,ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Сервисы АДВ Мьюзик,Аудиостриминг,,,3,0,"0,07",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Сервисы АДВ Мьюзик,Аудиостриминг,,,3,"0,02",0,ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Яндекс.Музыка,Аудиостриминг,,,3,0,"0,01",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Яндекс.Музыка,Аудиостриминг,,,4,0,"0,02",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Яндекс.Музыка,Подписка,,,6,0,"0,2",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Яндекс.Музыка,Подписка,,,10,0,"0,34",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Яндекс.Музыка,Подписка,,,14,0,"0,54",ICECREAMMUSIC
5063833390231,"sing, my wind.",obs1d1an,Яндекс.Музыка,Подписка,,,56,"0,32",0,ICECREAMMUSIC
GUT200397,Smash,TigerGid,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
GUT200397,Smash,TigerGid,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
GUT200397,Smash,TigerGid,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
GUT200397,Smash,TigerGid,Яндекс.Музыка,Подписка,,,3,0,"0,08",ICECREAMMUSIC
GUT200397,Smash,TigerGid,Яндекс.Музыка,Подписка,,,2,"0,01",0,ICECREAMMUSIC
5063316775647,SMDAYS,Tripowy,Kugou,Подписка,,,1,0,"0,03",ICECREAMMUSIC
5063316775647,SMDAYS,Tripowy,Яндекс.Музыка,Подписка,,,2,"0,01",0,ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,vk,Аудиостриминг,,,5,0,"0,09",ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,vk,Аудиостриминг,,,5,"0,02",0,ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,6,0,"0,2",ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,8,0,"0,29",ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063833643047,Smoke slums,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,24,"0,14",0,ICECREAMMUSIC
5063833668132,SO SAGE,"raf1k, Voryb",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833668132,SO SAGE,"raf1k, Voryb",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833668132,SO SAGE,"raf1k, Voryb",Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833668132,SO SAGE,"raf1k, Voryb",Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063833668132,SO SAGE,"raf1k, Voryb",Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063833668132,SO SAGE,"raf1k, Voryb",Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063833668132,SO SAGE,"raf1k, Voryb",Яндекс.Музыка,Подписка,,,6,"0,03",0,ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,QQMusic,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,QQMusic,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,QQMusic,Аудиостриминг,,,4,0,"0,05",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,QQMusic,Аудиостриминг,,,4,0,"0,05",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,QQMusic,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,QQMusic,Подписка,,,4,0,"0,12",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,YouTube,Аудиостриминг,,,181,0,"0,23",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,4,0,"0,15",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,6,0,"0,2",ICECREAMMUSIC
5063833152624,Soul Seeker,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,12,"0,06",0,ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,vk,Аудиостриминг,,,5,0,"0,24",ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,vk,Аудиостриминг,,,9,0,"0,4",ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,vk,Аудиостриминг,,,39,0,"0,82",ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,vk,Подписка,,,24,0,"5,43",ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,vk,Подписка,,,50,0,"9,02",ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,vk,Аудиостриминг,,,45,"0,15",0,ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,vk,Подписка,,,28,"1,34",0,ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,vk,Подписка,,,58,"2,23",0,ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063945424237,SPACE LOVE,Ckeabrona,Яндекс.Музыка,Подписка,,,7,0,"0,26",ICECREAMMUSIC
5063833358514,SPACE LOVE,"ЧИКУРЯЛА, Ckeabrona",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833358514,SPACE LOVE,"ЧИКУРЯЛА, Ckeabrona",Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063833358514,SPACE LOVE,"ЧИКУРЯЛА, Ckeabrona",Яндекс.Музыка,Подписка,,,1,"0,01",0,ICECREAMMUSIC
5063945423384,SPACE TIME,Ckeabrona,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063945423384,SPACE TIME,Ckeabrona,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063945423384,SPACE TIME,Ckeabrona,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063945423384,SPACE TIME,Ckeabrona,Яндекс.Музыка,Подписка,,,3,0,"0,08",ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,Netease Cloud Music,Аудиостриминг,,,2,0,"0,02",ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,Netease Cloud Music,Аудиостриминг,,,4,0,"0,03",ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,Netease Cloud Music,Подписка,,,1,0,"0,03",ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,Netease Cloud Music,Подписка,,,6,0,"0,17",ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,Netease Cloud Music,Подписка,,,14,0,"0,47",ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,КИОН Музыка,Подписка,,,2,0,"0,14",ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,КИОН Музыка,Подписка,,,2,"0,03",0,ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466476821,Stay,NEKKITJ,Яндекс.Музыка,Подписка,,,1,"0,01",0,ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,Apple Music,Подписка,,,1,0,"0,28",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,Apple Music,Подписка,,,11,"0,21",0,ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Аудиостриминг,,,4,0,"0,06",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Аудиостриминг,,,7,0,"0,13",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Аудиостриминг,,,11,0,"0,21",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Подписка,,,4,0,"0,51",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Аудиостриминг,,,8,"0,02",0,ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Аудиостриминг,,,12,"0,04",0,ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,vk,Подписка,,,4,"0,13",0,ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,КИОН Музыка,Подписка,,,4,0,"0,28",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,КИОН Музыка,Подписка,,,4,"0,06",0,ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,Яндекс.Музыка,Аудиостриминг,,,6,0,"0,04",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,Яндекс.Музыка,Подписка,,,2,0,"0,05",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,Яндекс.Музыка,Аудиостриминг,,,11,0,"0,07",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,Яндекс.Музыка,Подписка,,,23,0,"0,87",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,Яндекс.Музыка,Подписка,,,41,0,"1,6",ICECREAMMUSIC
5063466403483,"Step, Slap, Cash",OTALOE,Яндекс.Музыка,Подписка,,,9,"0,06",0,ICECREAMMUSIC
5063833668132,SWAG A LOT,"raf1k, Voryb",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833668132,SWAG A LOT,"raf1k, Voryb",Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063635614986,SYSTEM,WhiteFluffy,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063635614986,SYSTEM,WhiteFluffy,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063635614986,SYSTEM,WhiteFluffy,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063635614986,SYSTEM,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635614986,SYSTEM,WhiteFluffy,Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063635614986,SYSTEM,WhiteFluffy,Яндекс.Музыка,Подписка,,,5,"0,03",0,ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,vk,Аудиостриминг,,,4,0,"0,06",ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,vk,Подписка,,,1,0,"0,13",ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,vk,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063945423384,TEAPACK,Ckeabrona,Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Аудиостриминг,,,25,0,"0,52",ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Подписка,,,4,0,"0,55",ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Пробная подписка,,,4,0,"1,42",ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Пробная подписка,,,5,0,"2,12",ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Аудиостриминг,,,29,"0,1",0,ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Подписка,,,4,"0,14",0,ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Пробная подписка,,,4,"0,35",0,ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,vk,Пробная подписка,,,5,"0,53",0,ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,6,0,"0,04",ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,Яндекс.Музыка,Подписка,,,8,0,"0,28",ICECREAMMUSIC
5063945256708,The Devil,WhiteFluffy,Яндекс.Музыка,Подписка,,,23,0,"0,9",ICECREAMMUSIC
5063466293008,The mascot,VALERON,Amazon,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466293008,The mascot,VALERON,TIDAL,Подписка,,,1,0,"0,2",ICECREAMMUSIC
5063466293008,The mascot,VALERON,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063466293008,The mascot,VALERON,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063466293008,The mascot,VALERON,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466293008,The mascot,VALERON,Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063466293008,The mascot,VALERON,Яндекс.Музыка,Подписка,,,4,"0,02",0,ICECREAMMUSIC
5063466300140,Time,NEKKITJ,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063466300140,Time,NEKKITJ,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063466300140,Time,NEKKITJ,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063466300140,Time,NEKKITJ,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466300140,Time,NEKKITJ,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466300140,Time,NEKKITJ,Яндекс.Музыка,Подписка,,,1,"0,01",0,ICECREAMMUSIC
5063466248206,To Fly,NDanese13,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063466248206,To Fly,NDanese13,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063466248206,To Fly,NDanese13,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063466248206,To Fly,NDanese13,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466248206,To Fly,NDanese13,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466248206,To Fly,NDanese13,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063466248206,To Fly,NDanese13,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466248206,To Fly,NDanese13,Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063466248206,To Fly,NDanese13,Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063466248206,To Fly,NDanese13,Яндекс.Музыка,Подписка,,,7,"0,04",0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Подписка,,,1,0,"0,07",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,6,0,"0,1",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Подписка,,,2,0,"0,13",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Пробная подписка,,,1,0,"0,62",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Пробная подписка,,,3,0,"1,06",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,6,"0,02",0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Подписка,,,1,"0,02",0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Подписка,,,2,"0,03",0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Пробная подписка,,,1,"0,15",0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",vk,Пробная подписка,,,3,"0,26",0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",Яндекс.Музыка,Подписка,,,3,0,"0,08",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063833332866,Top Secret,"WhiteFluffy, s1eepy",Яндекс.Музыка,Подписка,,,12,"0,06",0,ICECREAMMUSIC
5063945018054,Translit,s1eepy,QQMusic,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063945018054,Translit,s1eepy,QQMusic,Аудиостриминг,,,3,0,"0,04",ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Аудиостриминг,,,3,0,"0,07",ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Подписка,,,1,0,"0,13",ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Аудиостриминг,,,24,0,"0,51",ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Подписка,,,15,0,"1,64",ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Аудиостриминг,,,28,"0,1",0,ICECREAMMUSIC
5063945018054,Translit,s1eepy,vk,Подписка,,,17,"0,41",0,ICECREAMMUSIC
5063945018054,Translit,s1eepy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063945018054,Translit,s1eepy,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063945018054,Translit,s1eepy,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
